8.8.8.8,8ms,Thu Dec  5 10:41:38 2019
8.8.8.8,20ms,Thu Dec  5 10:41:43 2019
8.8.8.8,10ms,Thu Dec  5 10:41:48 2019
8.8.8.8,8ms,Thu Dec  5 10:41:53 2019
8.8.8.8,9ms,Thu Dec  5 10:41:58 2019
8.8.8.8,9ms,Thu Dec  5 10:42:03 2019
8.8.8.8,9ms,Thu Dec  5 10:42:08 2019
8.8.8.8,8ms,Thu Dec  5 10:42:13 2019
8.8.8.8,8ms,Thu Dec  5 10:42:18 2019
8.8.8.8,9ms,Thu Dec  5 10:42:23 2019
8.8.8.8,10ms,Thu Dec  5 10:42:29 2019
8.8.8.8,8ms,Thu Dec  5 10:42:34 2019
8.8.8.8,8ms,Thu Dec  5 10:42:39 2019
8.8.8.8,8ms,Thu Dec  5 10:42:44 2019
8.8.8.8,9ms,Thu Dec  5 10:42:49 2019
8.8.8.8,8ms,Thu Dec  5 10:42:54 2019
8.8.8.8,8ms,Thu Dec  5 10:42:59 2019
8.8.8.8,9ms,Thu Dec  5 10:43:04 2019
8.8.8.8,8ms,Thu Dec  5 10:43:09 2019
8.8.8.8,8ms,Thu Dec  5 10:43:14 2019
8.8.8.8,9ms,Thu Dec  5 10:43:19 2019
8.8.8.8,8ms,Thu Dec  5 10:43:24 2019
8.8.8.8,8ms,Thu Dec  5 10:43:29 2019
8.8.8.8,9ms,Thu Dec  5 10:43:34 2019
8.8.8.8,8ms,Thu Dec  5 10:43:39 2019
8.8.8.8,9ms,Thu Dec  5 10:43:44 2019
8.8.8.8,66ms,Thu Dec  5 10:43:49 2019
8.8.8.8,8ms,Thu Dec  5 10:43:54 2019
8.8.8.8,8ms,Thu Dec  5 10:43:59 2019
8.8.8.8,9ms,Thu Dec  5 10:44:04 2019
8.8.8.8,8ms,Thu Dec  5 10:44:09 2019
8.8.8.8,8ms,Thu Dec  5 10:44:14 2019
8.8.8.8,8ms,Thu Dec  5 10:44:19 2019
8.8.8.8,39ms,Thu Dec  5 10:44:24 2019
8.8.8.8,9ms,Thu Dec  5 10:44:29 2019
8.8.8.8,9ms,Thu Dec  5 10:44:34 2019
8.8.8.8,8ms,Thu Dec  5 10:44:39 2019
8.8.8.8,9ms,Thu Dec  5 10:44:44 2019
8.8.8.8,11ms,Thu Dec  5 10:44:49 2019
8.8.8.8,8ms,Thu Dec  5 10:44:54 2019
8.8.8.8,114ms,Thu Dec  5 10:45:00 2019
8.8.8.8,9ms,Thu Dec  5 10:45:05 2019
8.8.8.8,8ms,Thu Dec  5 10:45:10 2019
8.8.8.8,8ms,Thu Dec  5 10:45:15 2019
8.8.8.8,9ms,Thu Dec  5 10:45:20 2019
8.8.8.8,8ms,Thu Dec  5 10:45:25 2019
8.8.8.8,8ms,Thu Dec  5 10:45:30 2019
8.8.8.8,8ms,Thu Dec  5 10:45:35 2019
8.8.8.8,9ms,Thu Dec  5 10:45:40 2019
8.8.8.8,9ms,Thu Dec  5 10:45:45 2019
8.8.8.8,24ms,Thu Dec  5 10:45:50 2019
8.8.8.8,12ms,Thu Dec  5 10:45:55 2019
8.8.8.8,8ms,Thu Dec  5 10:46:00 2019
8.8.8.8,8ms,Thu Dec  5 10:46:05 2019
8.8.8.8,8ms,Thu Dec  5 10:46:10 2019
8.8.8.8,11ms,Thu Dec  5 10:46:15 2019
8.8.8.8,10ms,Thu Dec  5 10:46:20 2019
8.8.8.8,10ms,Thu Dec  5 10:46:25 2019
8.8.8.8,10ms,Thu Dec  5 10:46:30 2019
8.8.8.8,22ms,Thu Dec  5 10:46:35 2019
8.8.8.8,8ms,Thu Dec  5 10:46:40 2019
8.8.8.8,9ms,Thu Dec  5 10:46:45 2019
8.8.8.8,8ms,Thu Dec  5 10:46:50 2019
8.8.8.8,9ms,Thu Dec  5 10:46:55 2019
8.8.8.8,8ms,Thu Dec  5 10:47:00 2019
