google.com,17ms,Tue Dec  3 12:56:55 2019
google.com,13ms,Tue Dec  3 12:57:10 2019
google.com,13ms,Tue Dec  3 12:57:25 2019
google.com,52ms,Tue Dec  3 12:57:40 2019
google.com,13ms,Tue Dec  3 12:57:55 2019
google.com,13ms,Tue Dec  3 12:58:10 2019
google.com,13ms,Tue Dec  3 12:58:25 2019
google.com,13ms,Tue Dec  3 12:58:41 2019
google.com,13ms,Tue Dec  3 12:58:56 2019
google.com,13ms,Tue Dec  3 12:59:11 2019
google.com,31ms,Tue Dec  3 12:59:26 2019
google.com,16ms,Tue Dec  3 12:59:41 2019
google.com,13ms,Tue Dec  3 12:59:56 2019
google.com,13ms,Tue Dec  3 13:00:11 2019
google.com,77ms,Tue Dec  3 13:00:26 2019
google.com,13ms,Tue Dec  3 13:00:41 2019
google.com,16ms,Tue Dec  3 13:00:56 2019
google.com,13ms,Tue Dec  3 13:01:11 2019
google.com,13ms,Tue Dec  3 13:01:26 2019
google.com,13ms,Tue Dec  3 13:01:41 2019
google.com,50ms,Tue Dec  3 13:01:56 2019
google.com,13ms,Tue Dec  3 13:02:11 2019
google.com,13ms,Tue Dec  3 13:02:26 2019
google.com,14ms,Tue Dec  3 13:02:41 2019
google.com,13ms,Tue Dec  3 13:02:56 2019
google.com,13ms,Tue Dec  3 13:03:11 2019
google.com,13ms,Tue Dec  3 13:03:26 2019
google.com,20ms,Tue Dec  3 13:03:41 2019
google.com,14ms,Tue Dec  3 13:03:56 2019
google.com,59ms,Tue Dec  3 13:04:12 2019
google.com,106ms,Tue Dec  3 13:04:27 2019
google.com,70ms,Tue Dec  3 13:04:42 2019
google.com,38ms,Tue Dec  3 13:04:57 2019
google.com,13ms,Tue Dec  3 13:05:12 2019
google.com,16ms,Tue Dec  3 13:05:27 2019
google.com,13ms,Tue Dec  3 13:05:42 2019
google.com,141ms,Tue Dec  3 13:05:57 2019
google.com,19ms,Tue Dec  3 13:06:12 2019
google.com,13ms,Tue Dec  3 13:06:27 2019
google.com,114ms,Tue Dec  3 13:06:42 2019
google.com,13ms,Tue Dec  3 13:06:57 2019
google.com,13ms,Tue Dec  3 13:07:12 2019
google.com,178ms,Tue Dec  3 13:07:28 2019
google.com,13ms,Tue Dec  3 13:07:43 2019
google.com,13ms,Tue Dec  3 13:07:58 2019
google.com,15ms,Tue Dec  3 13:08:13 2019
google.com,16ms,Tue Dec  3 13:08:28 2019
google.com,13ms,Tue Dec  3 13:08:43 2019
google.com,14ms,Tue Dec  3 13:08:58 2019
